Survey;Label
cara penyampain materinya udah bagus tapi mungkin bisa dipermenarik lagi dengan lebih sering interaktif lewat zoom antara guru dan siswa,terkadang kami kalau ngak ngapa ngapain misal kerja soal soal gitu saat zoom terkadang kami bosan juga.Tapi secara keseluruhannya udah bagus pak,terimakasih;negatif
Alhamdulillah selama semester ini bapak sudah baik, tidak ada saran;positif
Dah bagus;positif
Materi yang disampaikan cukup dapat dipahami tetapi jika disampaikan offline mungkin akan lebih paham lagi;positif
Sudah baik, bisa ditingkatkan lagi dalam metode pembelajarannya;positif
semangat mengajarnya pak;positif
Saran dari saya semoga ibu mengadakan kelas secara offline, supaya materi yang disampaikan lebih jelas dan lebih mudah dipahami.;negatif
Yang di rasakan sekarang masih baik baik saja, hanya saja mungkin bapaknya dapat lebih lues ketika mengajar sehingga di kelas itu tidak ada rasa cool gitu.;negatif
Untuk kedepannya mungkin saat memberikan informasi tidak secara mendadak. Terima kasih atas materi dan bimbingan yan telah bapak berikan selama satu semester ini.;negatif
Semoga kedepannya guru bisa lebih dekat untuk berinteraksi dengan Siswa;negatif
Sehat selalu pak bu;positif
Saran untuk pembelajaran Pelajaran manajemen proyek adalah semoga semakin lebih baik lagi dalam menyampaikan materi;negatif
penyampaian materi lebih teliti dan mampu menguasai kondisi kelas;negatif
Terima kasih bu atas ilmu yang diberikan selama satu semester ini;positif
jangan terlalu galak bu;negatif
jos;positif
Untuk tugas membuat pkm sebaiknya langsung berkelompok.;negatif
saran dari saya ,Untuk tugas tolong waktu deadline diperpanjang lagi;negatif
untuk guru pengampu dimohon kesabarannya untuk mengajar dan jika ingin niat mengajar dimohon pengertiannya;negatif
lebih dapat menerima pendapat Siswa;negatif
guru tidak terlalu ikut andil dalam pemberian materi dan materi yang disampaikan pemateri terlalu luas jangkauannya sehingga kesulitan untuk mengikuti;negatif
Metode pembelajaran yang Bu terapkan sudah baik menurut saya pribadi hanya saja untuk referensi ibu lupa tidak menyampaikan sumber acuan sehingga Siswa harus mencari sendiri dan mencocokkan dengan penyampaian ibu. Selain itu diawal Pelajaran tidak disampaikan materi apa saja yang akan dipelajari selama 1 semester sehingga tidak ada persiapan bagi Siswa sebelum minggu pembelajaran.;negatif
penyampaian materi mudah dipahami dan diajarkan setiap step untuk pengerjaan tugas;positif
Agar memberikan materi atau tanggapan atas hasil diskusi kelompok yang dilakukan para siswa.;negatif
dalam menyampaikan materi hingga saat ini sudah baik;positif
Bqik;positif
Terima kasih untuk ilmunya pak;positif
belum ada.;positif
Mohon untuk materi ppt dari Pak juga diupload ke elearning untuk referensi dari sudut pandang yang lain, karena ada kalanya berbeda dengan materi yang diberikan dari aslab;negatif
Tugas nya jangan susah susah pak;negatif
Tetap Semangat Bu;positif
Memperjelas materi yang ada;negatif
untuk yang saya rasakan dari pelajaran bu masih baik baik saja;positif
Penjelasan dari suatu materi selama proses pembelajaran berlangsung kadang terlalu cepat, sehingga sulit untuk diikuti dan dicatat.;negatif
Terimakasih atas seluruh ilmu yang telah diajarkan, semoga bapak ibu meridhoi seluruh siswa, dan semoga bapak ibu diberikan balasan kebaikan dari Allah atas ilmu yang telah diajarkan;positif
Tidak ada saran guru sudah sangat baik sekali;positif
Sudah cukup baik, hanya saja perlu kejelasan lebih lagi mengenai tugas akhir yang diberikan, perlu adanya pemberitahuan jika tugas dibatalkan (poster);negatif
sudah cukup baik;positif
Bu harum kalau diajak diskusi secara offline enak bangetttt;positif
Dari saya bu sudah cukup baik dalam menyampaikan materi dan materinya mudah diterima;positif
Semangatt;positif
Tidak, Ibu Guru sangat baik kepada seluruh Siswa dan beri tantangan untuk para Siswa untuk siapa bisa menyelesaikan soalsoal;positif
semoga lebih baik lagia kedepannya;positif
all good dan aman, terima kasih ibu;positif
Semoga bisa offline;negatif
tetap seperti ini saja cara mengajarnya agar Siswa mudah untuk memahami;positif
no complain just compliment anyways congratulation bu for the schoolarship hope you doing well, that's all thank you bu .;positif
semoga lebih baik lagi kedepannya;positif
Sama seperi sebelum nya top markotop;positif
Untuk saran tidak ada dikarenakan dalam mengajar dan menjelaskan materi sangat cukup baik;positif
Tetap terus menjadi guru yang friendly;positif
lebih cepat unuk membalas pesan Siswa;negatif
Semoga guru semakin terbuka dan lebih mendengar pertanyaan atau diskusi dengan Siswa;negatif
semoga ibu ada di mapel semester depan;positif
Terimakasih Bu;positif
secara kesuluruhan sudah baik , tinggal cara mengajarnya bisa dirubah agar lebih baik kedepannya;negatif
udah bagus;positif
All of good;positif
saat mulai presensi kmi mohon kalo ada adzan dikasih waktu 10menit buat melakukan sholat;negatif
Tingkat terus pak ... pengajar an bapak sangat serius dan tidak bikin bosen;positif
Sudah baik semoga Penyampaian materi lebih baik lagi;positif
Bu sudah baik dalam mengampu kelas pancasila;positif
baik terimakasih;positif
semester ini diajar sama asisten bu , kedepannya ingin diajar langsung sama pak;negatif
Segala Materi, Tugas, dan praktikyang diberikan sudah cukup baik Harapan saya Bisa tetap di bimbing kembali terutama dalam coding;positif
materi yang ditampilkan lebih menarik lagi dan lebih mudah dimengerti;negatif
Semoga lebih banyak contoh soalnya dan ujiannya gak beda jauh dari yang diajarkan;negatif
Luar Biasa baik baru kali ini bisa merasakan diajar oleh Guru yang cara penyampaiaan materinya sangat mudah diresapi dan tugastugas yang beratpun berasa ringan berkat cara guru mentreat siswanya, Good Job Pak;positif
Menurut saya bapak memberikan metode belajar yang sangat baik sehingga Siswa dapat mudah mengerti dan tidak bosan belajar daring seperti sekarang ini. Cara mengajarnya sangat interaktif dan mudah di mengerti.;positif
mohon bu untuk kelas nya offline dan gak digabung dengan kelas lain;negatif
Terlalu sibuk hingga materi banyak yang tak tersampaikan.;negatif
guru idaman bu;positif
Belum ada saran.;positif
Semoga bisa tetap konsisten dalam mengajar dan tetap menjadi penyabar sebagai guru yang sudah dinilai sabar oleh siswa..semoga menjadi guru terbaik;positif
Terima kasih atas segala bimbingannya dalam ngajar dan sudah tidak ada yang perlu disampaikan lagi;positif
Sudah sangat baik dalam segala hal semoga dapat dipertahankan;positif
Tetap semangat ibu;positif
tubesnya lumayan bikin pusing pak : ,semoga pak sehat selalu;positif
untuk pelajaran PTK ini menurut saya masih sangat baik;positif
Pengajarannya baik, yang perlu dikurangi adalah mewibunya;positif
Cukup Baik dan komunikatif dalam penyampaiannya;positif
sampai saat ini saat mengajar materinya enakkkk, tapi sedikit kecepetan dikit;positif
Pembelajaran bisa dilakukan secara offline;negatif
Saran saya mungkin sudah tidak ada karena saya rasa pembelajaran ALPRO sudah sangat baik, materi yang disampaikan juga mudah dipahami dan semoga lebih baik lagi kedepannya;positif
Tidak ada saran, semua sudah terbaik. Saya cuman mau minta maaf suka telat masuk kelas pagi :v;positif
bisa diadakan pertemuan offline;negatif
Untuk Pembelajaran nya Sering Tatap muka pak. Terimakasih;negatif
Saran saya untuk guru pengampu yakni tetap melakukan pembelajaran dengans sangat baik;negatif
Terimakkash atas kesediaanya dalam mengajar kami, semoga dengan mapel ini dapat memberikan nilai kehidupan bagi Siswa dapa menempuh hidupnya;positif
Tolong pak aspraknya yang agak cekatan dan juga humoris;negatif
Lebih ditingkatkan lagi dalam mengajar Siswa;positif
Sudah sangat baik dalam penyampaian materi;positif
Untuk kedepannya bisa di laksanakan secara offline;negatif
Secara keseluruhan cara penyampaian Ibu sudah bagus dan bisa saya mengerti, ibu juga sudah tepat waktu datang di kelas untuk mengajar pada jam mataPelajaran yang sekolahtentukan.;positif
pak seru;positif
Tetap semangat dalam memberikan ilmu kepada Siswa;positif
Kedepanya lebih jelas lagi waktu menerangkan;negatif
terima kasih pak atas ilmu yang diberikan selama satu semester ini;positif
Metode yang digunakan waktu penyampaian pembelajaran sangat menyenangkan pak, terima Kasih;positif
lebih banyak pertemuan secara luring;negatif
terimakasih atas ilmu yang diberikan bu.;positif
Bapak Guru sudah sangat baik;positif
mampu memberi arahan kepada Siswa dengan baik;positif
sehat selalu pak;positif
kurang dalam menerima saran dari Siswa dan materi yang dipelajari terlalu susah untuk Siswa yang baru mengenal kimia;negatif
Sudah baik dalam menyampaikan materi, serta materi mudah dipahami, semoga bisa diterapkan lagi di pembelajaran berikutnya, terima kasih;positif
mohon untuk diluluskan dalam Pelajaran ekologi industri dan mendapatkan nilai yang bagus, terima kasih pak;positif
Semangat selalu Bu !;positif
Tuga akhir terlalu sulit semoga di permudah;negatif
Saran saya untuk guru pengampu cara pemberian materinya pelan pean;negatif
Sudah sangat baik dalam mengajar;positif
Cara mengajar ibu sudah baik . Menurut saya ibu adalah guru yang menarik dapat berbaur dengan Siswa seakan akan menjadi teman, jadi kami dapat dengan mudah menerima pelajaran dari ibu. Terima kasih ibu. Ibu cara mengajarnya selow tapi sangat disiplin dan mengharapkan Siswa yang diajarkan paham, membawa siswanya belajar dengan enjoy dan mengikuti arus yang mengalir, ibu juga memancing semangat kompetisi Siswa disaat belajar. dimana itu salah satu cara yang baik untuk pendekatan guru terhadap mawasiswa dan membangun kelas yang aktif.;positif
sangat baik, pengaturan waktu selalu jelas, penjelasan selalu jelas, pemberian materi mendalam, semoga istiqomah;positif
interaksi dengan murid ditingkatkan;negatif
bu, tolong sampaikan pas evaluasi rapat, soalnya ga da kusioner untuk , ini bu masalah lift ke lantai satu, mohon segera di perbaiki bu, jujur kami merasa terhambat ketika kita ingin cepat sampai kelas, terimakasihh;positif
Materi di beru lebih simple;negatif
seringsering senyum;positif
lebih cepat membalas pesan Siswa;negatif
Terima kasih atas segala ilmunya;positif
perkenalan di awal Pelajaran sebaiknya perkenalan langsung oleh guru pengampu bukan asistennya;negatif
mantab jiwa;positif
Saya sangat enjoy dengan Pelajaran yang diajarkan bu karena penjelasan dari bu mudah untuk dipahami, tidak membuat Siswa bosan & murah senyum sehingga membuat suasana kelas menjadi tidak tegang. Semoga sehat selalu, bu.;positif
Ngejelasinnya jangan terlalu cepat bu, terimakasih bu;negatif
mantep, cuman klo buat anak teknik bikin ngantuk klo ngajar;negatif
makasih bu;positif
Mohon maaf Pak sebelumnya, untuk kedepannya tolong lebih kan interaksi dalam megejar serta penjelasan yang lebih menarik agar Siswa lebih paham dan tertarik, contoh misal seperti menjelaskan contoh materi yang lebih spesifik pada papan tulis lebih sering lagi, terima kasih untuk bimbingan nya selama satu semester ini, semoga ilmu yang diberikan bisa menjadi untuk Bapak dan bermanfaat bagi saya dan temanteman sekalian, aamiin;negatif
jozz;positif
Terima kasih bu;positif
Mudah bisa lebih bener y klo ga di ganti aja;positif
Lebih di tingkatkan gaya mengajarnya ke arah yang interaktif agar para Siswa lebih memperhatikan kelas;negatif
Semuanya sangat baik.;positif
Ibu Selalu tersenyum dan sabar ketika memberikan materi Pelajaran Probabilitas Statistik;positif
timakasi atas ilmu dan dukungannya dalam proses mengajar;positif
kalau saran sihhhhh yaaaaahhhh pokok e gitulahhh;positif
Mungkin saat proses mengajar, guru bisa memberi gambaran untuk memainkan logika siswanya;negatif
Baik dalam mengajar;positif
Lebih semangat;positif
Dalam melakukan Pelajaran offline, sebaiknya mungkin untuk melakukan kelas dengan tepat waktu dan selesai sesuai jadwal, agar Pelajaran dapat memaksilmalkan materi tersebut;negatif
Cara mengajarnya sangat interaktif dan mudah di mengerti. Saya berharap ibu bisa meningkatkan lagi;positif
menjelaskan dengan bahasa yang mudah di pahami oleh Siswa;negatif
untuk kedepannya mapel matematika bisa di adakan secara offline agar Siswa lebih leluasa memahami secara langsung dan bertanya;negatif
Untuk lebih ditingkatkan lagi;positif
Tetap sabar menghadapi saya bu;positif
Saran : memberikan tugas individu lebih banyak sedikit;negatif
Agar lebih konsisten terhadap jadwal;negatif
semoga lebih semangat lagi;positif
saya berharap ibu bisa meningkatkan lagi cara mengajarnya , sinyal ditempat saya agak buruk, tapi saya mengerti belajar sama ibu.;negatif
pembelajarannya menyenangkan;positif
Sedikit lebih ramah (dalam membalas chat) mungkin akan membuat suasana lebih indah ¿¿¿¿;negatif
terima kasih atas ilmunya;positif
Sangat baik dalam menyampaikan materi.;positif
Mungkin mengurangi menggabungkan kelas secara online agar lebih nyaman dan agar lebih fokus;negatif
tdk ada;positif
Maaf jika online agak dipahami siswanya signalnya bagus atau tidak terima kasih;negatif
yang ngajar asisten mulu;negatif
Semangat terus buk;positif
sebaiknya pak kalau menerangkan suaranya jangan pelan, karena kadang terdengar kurang jelas;negatif
baik dalam penerangan materi, tetapi kurang dalam penerangan tugas;negatif
semoga kedepannya bisa lebih baik dan bisa memperbaiki apa yang menurut anda kurang;positif
thank's miss alda;positif
Mungkin kedepannya mtk ada tugas dirumah saja ibu;negatif
Semoga lebih baik lgi;positif
perimisi bu , sering Pelajaran offline dong bu, ehhehe soalnya seru offline bu ketimbang online, makasiih banyak yah bu, atas ilmu yang diberikan eheh;negatif
Saran dari saya, bapak dapat menyesuaikan metode pembelajaran yang aktif kepada siswa/i agar tidak monoton sebatas penjelasan semata.;negatif
Pelajaran menarik;positif
Sebenarnya sudah baik dalam pemberian materi namun saya masih melihat anakanak di kelas saya kurang tertarik dalam Pelajarannya karena banyak istilahistilah yang masih asing.;negatif
Jangan sering libur yaaa Buuu, materinya bermanfaat banget dan Ibu juga salah satu guru terbaik selama 1 semester saya di;negatif
Kelas offline lebih bagus;negatif
terimakasih pak telah mengajari kita selama satu semester ini,semoga ibu sehat selalu dan kita bisa ketemu di semester lainnya;positif
Agak pelan pelan pak kalo menjelaskan mungkin ada yg bingung;negatif
Banyak pertemuan yang tidak dapat diisi, sehingga perlu ditambah;negatif
Saran saya, tugasnya dikurangin pak dan aslab yang terpilih sesuai kualifikasi karena, saya merasa aslab di kelas saya tidak sinkron dan seringkali miskom. metode pembelajaran menarik dan guru sangat menguasai materu;negatif
Ibu adalah guru yang perfect,terbaik terima kasih telah membimbing kami selama 1 semester ini.;positif
Sudah baik pak di petahankan dan di tingkatkan lagi:);positif
Lebih bagus ngajarnya offline dri pada online;negatif
terlalu banyak teori yang jadinya melebar kemanamana.;negatif
sangat baik dalam pemberian materi kepada Siswa;positif
no komen;positif
mantap;positif
semua sudah baik, tapi masih ada yang harus diperbaiki;positif
semangat mengajar ibu;positif
meningkatkan interaksi dengan Siswa;positif
walaupun saya belum pernah bertemu bapaknya selama semester ini, dan biasanya juga diajarkan oleh asistennya, tetapi saya hanya mau bilang sehat selalu pak, terimakasih atas materinya selama Pelajaran pancasila ini;positif
Seringsering melihat kemampuan Siswa;negatif
perlu lebih banyak interaksi kepada Siswa nya;negatif
