Survey,clean_text,Label
"Memakai speaker dan dual layar saat berada di lab karena kelas terlalu panjang, terkadang kurang jelas saat berada dibelakang.",pakai speaker dual layar ada lab kelas terlalu panjang terkadang kurang jelas ada belakang,negatif
"Saran : semoga mengajarnya bisa offline, karena bila online tidak paham",saran moga ajar offline bila online tidak paham,negatif
Terima kasih ibu telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai.Terimakasih atas motivasi motivasi yang selalu ibu berikan.,terima kasih ibu beri ilmu manfaat bukan dar nilai terimakasih atas motivasi motivasi selalu ibu ikan,positif
"ibu udahhh keren bangettt, dann baik sekaliii. semoga masuk surga buuu titaaaa",ibu udahhh keren bangettt dann baik sekaliii moga masuk surga buuu titaaaa,positif
Mungkin untuk pertemuannya sesekali bisa tatap muka tidak zoom saja,mungkin temu sekal tatap muka tidak zoom,negatif
guru muda yang sangat murah senyum dan selalu mendengarkan keluh kesah Siswa,guru muda sangat murah senyum selalu dengar keluh kesah siswa,positif
sudah baik sekali,baik sekali,positif
"Guru terbaik,banyakbanyakin kasih nilai tambahan bu",guru baik banyakbanyakin kasih nilai tambah bu,positif
"semoga kedepannya ontime masuk kelas, semoga makin sering main tebaktebakan seru banget ^^",moga depan ontime masuk kelas moga makin sering main tebaktebakan seru banget,negatif
penyampaian materi sangat jelas,sampai materi sangat jelas,positif
"saya suka dengan guru pkn ini, karena selalu mengajak Siswa untuk aktif, jadi di kelas saya selalu aktif",suka guru pkn karena selalu ajak siswa aktif jadi kelas selalu aktif,positif
"umtuk pak sudah sangat baik pak, cuman terkadang penyampaian materinya agak kebingungan sebenarnya faham cuma sulit mengungkapkan",umtuk pak sangat baik pak cuman terkadang sampai materi bingung benar faham cuma sulit ungkap,negatif
Pak keren ¿¿¿¿,pak keren,positif
"Tidak ada, soalnya aja yang sulit",tidak soal aja sulit,positif
guru sering telat dan jarang memberikan materi,guru sering telat jarang beri materi,negatif
"ini penilaian untuk Gurunya, kalau asisten nya rata baik",nilai guru kalau asisten nya rata baik,positif
Baik dalam memberi saran dalam mengoreksi tuags Siswa,baik beri saran koreksi tuags siswa,positif
Smg kedepan lebih baik,smg depan lebih baik,positif
sudah baik dalam mengajar,baik ajar,positif
Pak sehat selalu semoga dipermudah dalam semua kegiatan,pak sehat selalu moga mudah semua giat,positif
Belum ada saran,belum saran,positif
"Penampilan materi ppt yang terlalu monoton mungkin membuat cepat jenuh dan kurang fokus, hendaknya bisa memberi sedikit gambar / lainnya supaya setidaknya disetiap slide kami tidak hanya membaca kata per kata, tapi juga ada gambaran tentang manajemen keuangan",tampil materi ppt terlalu monoton mungkin buat cepat jenuh kurang fokus hendak beri sedikit gambar lain tidak tiap slide tidak baca kata per kata juga gambar manajemen uang,negatif
Keep Up The Good Work!!,keep up the good work,positif
untuk mapel sistem terintegrasi II sebaiknya diampuh oleh asisten yang paham tentang mapel tersebut agar bisa menjelaskan cara pengerjaan,mapel sistem integrasi ii baik ampuh asisten paham mapel sebut bisa jelas cara kerja,negatif
guru kece,guru kece,positif
"Semoga kedepannya bisa lebih baik lagi dari hal materi, pembelajaran, penyampaian,dll",moga depan lebih baik dari materi ajar sampai,positif
Dalam memberikan materi sudah cukup baik,beri materi cukup baik,positif
sudah sangat baik semoga bisa ditingkatkan lagi,sangat baik moga tingkat,positif
Saran saya agar ditingkatkan dalam hal paparan materi yang disampaikan,saran agar tingkat hal papar materi sampai,negatif
Pembelajaran lebih baik dilakukan melalui offline,ajar lebih baik laku lalu offline,negatif
"tidak ada saran untuk bu , karen metode pembelajarannya sudah sesuai dengan rps dan cara menyampaikan materinya sangat interaktif dengan mahsiswa",tidak saran bu karen metode ajar sesuai rps cara sampai materi sangat interaktif mahsiswa,positif
"Untuk Manops db 0101: Saran juga kalau membreikan materi yang ada hitung an tolong dijelasin sampai selesai, dan fokus pada materi yg diajar. Untuk mapel yg lainnya sudah cukup.",manops db saran kalau membreikan materi ada hitung an dijelasin selesai fokus materi yg ajar mapel yg lain cukup,negatif
Tidak ada sangat baik,tidak sangat baik,positif
Memberikan informasi seperti magang dll lebih cepat,beri informasi magang lebih cepat,negatif
Pertahankan humor nya paakk,tahan humor nya paakk,positif
Semangat bu dan tetap kejar impian nya.,semangat bu tetap kejar impi nya,positif
Lebih sering memakai bahasa indonesia dan bahasa yang jelas agar kami sebagai Siswa lebih mudah paham apa yang dimaksud oleh guru pengampu.,lebih sering pakai bahasa indonesia bahasa jelas kami siswa lebih mudah paham apa maksud guru ampu,negatif
"untuk saat ini, guru di semester ini sangatlah baik semua dan tentunya detail dan sabar dalam hal mengajar",saat guru semester sangat baik semua tentu detail sabar hal ajar,positif
semoga kedepannya dapat lebih baik lagi pak,moga depan lebih baik pak,positif
Kalau dari saya sudah bagus ibu dalam memberikan materi terimakasih,kalau saya bagus ibu beri materi terimakasih,positif
Saran untuk pembelajaran Pelajaran manajemen bisnis dan regulasi telekomunikasi adalah semoga semakin lebih baik lagi dalam menyampaikan materi,saran ajar ajar manajemen bisnis regulasi telekomunikasi moga makin lebih baik dalam sampai materi,positif
Semuanya sudah baik.,semua baik,positif
ssemoga lebih baik lagi dalam menyampikan materi,ssemoga lebih baik dalam menyampikan materi,positif
"Penyampaian materi sangat jelas, hanya saja terlalu monoton meskipun sudah komunikatif.",sampai materi sangat jelas saja terlalu monoton meski komunikatif,negatif
Lebih di evaluasi lgi bu cara mengajarnya,lebih evaluasi lgi bu cara ajar,negatif
kurang suka kalau bapak nya gnati ganti jadwal,kurang suka kalau bapak nya gnati ganti jadwal,negatif
"mohon untuk diluluskan dalam Pelajaran mekanika teknik dan mendapakatkan nilai yang bagus, terima kasih pak",mohon lulus ajar mekanika teknik mendapakatkan nilai bagus terima kasih pak,positif
tolong ibu jangan ganti ganti jadwal terlalu banyak,ibu jangan ganti ganti jadwal terlalu banyak,negatif
terimakasih bu,terimakasih bu,positif
alhamduliilallah,alhamduliilallah,positif
Guru sudah baik namun asisten guru tolong lebih di breafing lagi karena asisten guru sistem terintegrasi 2 rata tidak memahami materi dan ketika di tanya respon juga tidak baik,guru baik asisten guru lebih breafing karena asisten guru sistem integrasi rata tidak paham materi ketika tanya respon tidak baik,negatif
"tidak ada saran, semua baik baik saja. semoga bu ke depannya lebih baik terus dan diberi kesehatan. aamiin",tidak saran semua baik baik moga bu depan lebih baik terus beri sehat aamiin,positif
"Penjelasn terlalu cepat, terkafang gk jelas dikarenakan sinyal jelek",penjelasn terlalu cepat terkafang gk jelas karena sinyal jelek,negatif
Tidak ada,tidak,positif
Terima kasih ibu telah memberikan saya ilmu yang bermanfaat dan bukan sekedar nilai.Terimakasih atas motivasi motivasi yang selalu ibu berikan.,terima kasih ibu beri ilmu manfaat bukan dar nilai terimakasih atas motivasi motivasi selalu ibu ikan,positif
Ketika waktu masih banyak dan materi sudah habis kami harapkan guru tetap memberikan wawasan baik hal apapun itu dan kami akan siap mendengarkan. Trimakasih,waktu banyak materi habis harap guru tetap beri wawas baik apa dan akan siap dengar trimakasih,negatif
Semoga kedepannya bisa offline buk pak,moga depan offline buk pak,negatif
Lebih ditingkatkan lagi dalam menyampaikan materinya pak,lebih tingkat dalam sampai materi pak,negatif
"perbanyak diskusi dengan siswa, karena jika sesama Siswa yang berdiskusi mengenai pancasila maka diskusinya hanya menjadi debat kusir",banyak diskusi siswa jika sama siswa diskus kena pancasila diskusi jadi debat kusir,negatif
"sehat selalu dan panjang umur pak, semoga masuk surga",sehat selalu panjang umur pak moga masuk surga,positif
"Guru sudah memberikan materi dengan baik,mungkin kerena jadwal beliau yang penuh dan sering berubah sehingga banyak jadwal kelas yang juga berubah untuk brikutnya mungkin tetap dengan jadwal yang sudah ditentukan namun dilaksanakan secara asincronus jika guru berhalangan hadir",guru beri materi baik mungkin rena jadwal beliau penuh sering ubah banyak jadwal kelas juga ubah brikutnya mungkin tetap jadwal sudah tentu laksana asincronus guru halang hadir,negatif
Pembelajarannya cukup dimengerti tetapi untuk tugasnya mencari literasinya cukup susah,ajar cukup erti untuk tugas cari literasinya cukup susah,negatif
memperbanyak kelas offline,banyak kelas offline,negatif
Tolong untuk lebih memberi keringanan atau kemudahan dalam memberikan sebuah tugas atau hal hal lain nya terimakasih!,untuk lebih beri ringan mudah beri buah tugas hal lain nya terimakasih,negatif
Kurang interaktif,kurang interaktif,negatif
Sudah baik dalam menyampaikan materi Pelajaran,baik sampai materi ajar,positif
lebih ceria dan lebih interaksi dengan Siswa,lebih ceria lebih interaksi siswa,positif
"Proses pembelajaran yang ada selama kelas berlangsung sudah cukup baik, namun untuk penyampaian materi akan lebih baik disampaikan semua dulu sebelum diberikan tugas besar, dan semoga ke depannya bisa lebih baik lagi.",proses ajar ada lama kelas langsung cukup baik untuk sampai materi lebih baik sampai semua dulu belum beri tugas besar moga depan lebih baik,negatif
cepat sembuhhh pak,cepat sembuhhh pak,positif
"Saya merasa suara Ibu terlalu kecil saat mengajar, sehingga tidak terdengar sampai ke bagian belakang kelas. Saran saya, ibu lebih mengeraskan suara nya agar terdedengarkan dari belakang kelas",rasa suara ibu terlalu kecil ajar tidak dengar ke bagi belakang kelas saran ibu lebih keras suara nya terdedengarkan belakang kelas,negatif
Kalau ngasih nilai jangan pelit pak,kalau ngasih nilai jangan pelit pak,negatif
baik,baik,positif
"perbanyak ceritanya, karena seru",banyak cerita seru,positif
Penyampaian meteri yang sangat monoton dengan hanya membaca PPT,sampai meter sangat monoton hanya baca ppt,negatif
terlalu banyak mereview ulang materi yang membuat siswa/i merasa bosan dan kurangnya praktikum didalam kelas,terlalu banyak mereview ulang materi buat siswa i rasa bosan kurang praktikum dalam kelas,negatif
semoga aja tugas Siswa semakin berkurang,moga aja tugas siswa makin kurang,negatif
Cara mengajarnya sangat interaktif dan mudah di mengerti.,cara ajar sangat interaktif mudah erti,positif
Untuk Bu sudah sangat membantu dalam pembelajaran,bu sangat bantu ajar,positif
Sangat mengerti siswanya,sangat erti siswa,positif
"No komen si bu THE BEST deh poko nya mah bu ,",no komen si bu the best deh poko nya mah bu,positif
Sudah cukup bagus.,cukup bagus,positif
Saran saya kedepannya jika praktikum jangan dibelakang pak tetap kontrol kami terkadang jangan menyerahkan semua kepada asprak pak kadang asprak sendiri masi belum cukup membantu untuk pemahaman kami,saran depan praktikum jangan belakang pak tetap kontrol terkadang jangan serah semua asprak pak kadang asprak sendiri mas belum cukup bantu paham,negatif
semoga lebih asik lagi dalam mengajar,moga lebih asik dalam ajar,negatif
Tetap mempertahankan konsistensi dan meningkatkan kualitas,tetap tahan konsistensi tingkat kualitas,positif
Tidak mengganti jadwal pelajaran yang sudah ditentukan,tidak ganti jadwal ajar sudah tentu,negatif
"untuk model pembelajaran sudah baik, namun mungkin perlu variasi agar tidak bosan di kelas",model ajar baik mungkin perlu variasi tidak bosan kelas,negatif
mungkin bisa lebih detail dalam menjelaskan materi,mungkin lebih detail jelas materi,negatif
Sudah sangat baik dalam membimbing dalam menyelesaikan tugas akir,sangat baik bimbing selesai tugas akir,positif
Saran saya Bu mengajar nya sangat memuaskan dan saya mampu memahami materi,saran bu ajar nya sangat muas saya mampu paham materi,positif
"Guru sudah mampu menyampaikan materi dengan baik, tetapi masih kurang dalam membangun suasana kelas yang menyenangkan.",guru mampu sampai materi baik masih kurang bangun suasana kelas senang,negatif
"Guru Sudah memberi yang terbaik, Terimakasih Ibu Guru",guru beri baik terimakasih ibu guru,positif
"Siswa telat dialpha padahal Gurunya datang jg telat, jika Siswa salah namun benar saat menjawab ttp dianggap salah semoga kedepannya tidak begitu lagi",siswa telat dialpha padahal guru datang jg telat siswa salah benar jawab ttp anggap salah moga depan tidak lagi,negatif
lebih sering masuk kelas pak,lebih sering masuk kelas pak,negatif
"Kedepannya lebih di maksimalkan dalam pembawaan materi dan cara penyampaian materi, lebih fleksibel dalam memaklumi waktu pengajaran, lebih kreatif dalam penyampaian materi seperti membuat ppt yang kreatif agar dapat menarik minat belajar siswa, membangun komunikasi dengan siswa, membangun suasana yang asyik dan mengobrol dengan siswa.",depan lebih maksimal bawa materi cara sampai materi lebih fleksibel maklum waktu ajar lebih kreatif sampai materi buat ppt kreatif dapat tarik minat ajar siswa bangun komunikasi siswa bangun suasana asyik obrol siswa,negatif
Materi yang disampaikan dapat dipahami,materi sampai paham,positif
banyakin canda lgi pak,banyakin canda lgi pak,positif
Kerennnn,kerennnn,positif
"tidak ada, karena sudah cukup keren untuk saya guru satu ini :)",tidak karena cukup keren saya guru satu,positif
"Mungkin bisa sesekali muncul di zoom pembelajaran, tidak hanya di awal saja",mungkin sekal muncul zoom ajar tidak di awal,negatif
"Terkadang saya merasa kurang di perhatikan di saat pembelajaran, saya merasa pak lebih berinteraksi dengan Siswa yang lebih menonjol atau seperti yang lebih aktif atau lebih ia tau.",terkadang rasa kurang perhati saat ajar rasa pak lebih interaksi siswa lebih tonjol seperti lebih aktif lebih tau,negatif
mantap sukses terus semoga semakin jaya,mantap sukses terus moga makin jaya,positif
"Semua sudah baik, mungkin kedepannya bisa lebih baik lagi",semua baik mungkin depan lebih baik,positif
Bisa menyeleksi Asisten Praktikum lebih baik lagi,seleksi asisten praktikum lebih baik,negatif
"Tydac, terimakasih",tydac terimakasih,positif
Gaada,gaada,positif
Mungkin bisa ditingkatkan lagi cara mengajarnya.,mungkin tingkat cara ajar,negatif
Tidak ada saran karena guru sangat baik,tidak saran guru sangat baik,positif
penyampaian dan pemberian materi beserta tugas sudah cukup baik,sampai beri materi serta tugas cukup baik,positif
sudah sangat baik dalam mengajar dan semoga selalu terus dipertahankan,sangat baik ajar moga selalu terus tahan,positif
Semoga lebih baik kedepannya,moga lebih baik depan,positif
lebih ditingkatkan aktivitas offline nya bu,lebih tingkat aktivitas offline nya bu,negatif
Jangan banyak tugasnya pak,jangan banyak tugas pak,negatif
semoga mapel bu ini saya lulus bu dan saya harap ibu bisa memberi nilai yg baik,moga mapel bu saya lulus bu saya harap ibu beri nilai yg baik,positif
"tidak ada, overall sudah bagus",tidak overall bagus,positif
sangat menyenangkan belajar manajemen pemasaran dalam memberikan materi juga mudah dipahami,sangat senang ajar manajemen pasar beri materi mudah paham,positif
